Time (ms),Tendon Contraction (mm),M1 X (mm),M1Y,M2 X,M2 Y,M3 X,M3Y,M4X,M4Y,Markers from bottom to top
4400,18.72314124,382.19202,136.14482,363.32516,128.55333,364.27673,58.220741,381.5484,48.682899,
4416.6665,18.73357149,382.15457,136.08369,363.35638,128.4738,364.31668,58.057335,381.56064,48.629009,
4433.3335,18.74400175,382.16452,135.99998,363.35263,128.37909,364.3421,57.899883,381.54825,48.452801,
4450,18.754432,382.13931,135.90207,363.34174,128.25372,364.32782,57.697765,381.52753,48.30724,
4466.6665,18.76486225,382.1369,135.78357,363.40549,128.1273,364.33279,57.482628,381.49875,48.157635,
4483.3335,18.77529251,382.14093,135.675,363.39676,127.97333,364.31473,57.278904,381.4382,47.947853,
4500,18.78572276,382.14142,135.56581,363.37521,127.83319,364.28876,57.059582,381.40198,47.79232,
4516.6665,18.79615302,382.13785,135.47276,363.40109,127.71311,364.22021,56.863747,381.34055,47.65694,
4533.3335,18.80658327,382.21512,135.30119,363.42502,127.59652,364.13608,56.658104,381.21194,47.399773,
4550,18.81701353,382.56165,135.44975,363.71417,127.59067,363.89319,56.222927,380.93863,46.711365,
4566.6665,18.82744378,381.646,138.05559,363.62854,128.05359,362.95816,55.016048,379.45929,43.889713,
4583.3335,18.83787404,379.53995,141.41365,362.98856,128.79951,361.08813,53.429279,376.13675,39.578503,
4600,18.84830429,377.40894,144.47141,362.30765,129.32202,359.1698,52.191185,372.74283,36.076229,
4616.6665,15.49852376,375.39163,147.2037,361.8038,129.78349,357.80139,51.18243,369.73932,33.172554,
4633.3335,11.8856922,373.44525,149.44728,361.47165,130.21579,356.9321,50.596939,367.14737,31.037945,
4650,8.168140899,372.44601,150.5751,361.34839,130.35918,356.74268,50.443409,366.41971,30.308138,
4666.6665,4.50294947,372.3049,150.93816,361.2868,130.35982,357.09814,50.479568,366.85602,30.281387,
4683.3335,0.8901179185,371.95541,151.27303,361.21436,130.43669,357.29489,50.5009,367.05374,30.151936,
4700,0.3053803634,371.35184,151.7551,361.02271,130.6073,357.229,50.438824,366.71695,29.887035,
4716.6665,0.29492929,370.88538,152.08244,360.90857,130.63495,357.04617,50.292274,366.15878,29.477562,
4733.3335,0.2844782167,370.84842,152.18353,360.94254,130.6333,357.06384,50.191879,365.91922,29.160374,
4750,0.2740271433,370.96927,152.2467,361.08765,130.62709,357.21863,50.15279,366.06958,29.055752,
4766.6665,0.26357607,370.96307,152.31161,361.16684,130.61304,357.42252,50.088299,366.17169,28.96052,
4783.3335,0.2531249966,370.96136,152.38132,361.24359,130.60492,357.44348,50.075615,366.07907,28.809912,
4800,0.2426739233,370.83148,152.49803,361.26105,130.61807,357.42725,50.054134,365.9137,28.682219,
4816.6665,0.2322228499,370.58267,152.67574,361.22137,130.63602,357.42075,50.017887,365.81427,28.592468,
4833.3335,0.2217717766,370.41925,152.81863,361.1759,130.65945,357.4169,49.987152,365.74301,28.498281,
4850,0.2113207032,370.3414,152.89906,361.17188,130.69971,357.40128,50.003296,365.67441,28.455925,
4866.6665,0.2008696299,370.42532,152.96049,361.19672,130.72955,357.36237,50.006561,365.5318,28.408882,
4883.3335,0.1904185565,370.44357,153.03909,361.21249,130.77164,357.2944,50.033024,365.32321,28.39045,
4900,0.1799674831,370.35458,153.17188,361.21814,130.82578,357.23544,50.113041,365.19012,28.392273,
4916.6665,0.1695164098,370.24756,153.25073,361.1532,130.86824,357.23691,50.135506,365.17554,28.397032,
4933.3335,0.1590653364,370.13504,153.33736,361.12271,130.88676,357.20251,50.136177,365.08243,28.374323,
4950,0.1486142631,370.02658,153.42148,361.07239,130.8998,357.14169,50.144981,364.95801,28.325781,
4966.6665,0.1381631897,370.04404,153.43069,361.0853,130.85036,357.07285,50.105698,364.81149,28.247704,
4983.3335,0.1277121164,370.01941,153.42839,361.08505,130.80652,357.04324,50.056736,364.69202,28.152729,
5000,0.117261043,369.95593,153.45636,361.11926,130.79346,357.04965,50.02702,364.69348,28.093052,
5016.6665,0.1068099697,369.87711,153.48695,361.1127,130.75719,357.08682,49.985458,364.71762,28.06826,
5033.3335,0.09635889632,369.74609,153.51489,361.05576,130.71629,357.09586,49.919342,364.71729,27.980453,
5050,0.08590782296,369.67755,153.51968,361.06345,130.66788,357.11688,49.846981,364.63342,27.813383,
5066.6665,0.07545674961,369.64648,153.51923,361.09262,130.63538,357.14603,49.765881,364.62778,27.704641,
5083.3335,0.06500567626,369.60266,153.54222,361.09003,130.62097,357.18683,49.72411,364.58774,27.621,
5100,0.0545546029,369.57349,153.60521,361.07236,130.67352,357.21869,49.754017,364.60477,27.546022,
5116.6665,0.04410352955,369.5094,153.61797,361.03113,130.69331,357.27548,49.753918,364.61752,27.493643,
5133.3335,0.0336524562,369.08163,153.75221,360.78555,130.743,357.41974,49.76228,364.76147,27.462109,
5150,0.02320138284,368.59714,153.91516,360.57227,130.82329,357.52423,49.786339,364.9884,27.434679,
5166.6665,0.01275030949,368.23007,154.0654,360.36334,130.91838,357.60577,49.807735,365.09946,27.384682,
5183.3335,0.002299236138,368.13019,154.13155,360.34799,130.96992,357.63699,49.868946,365.12158,27.341118,
5200,2.827433388,368.24225,154.11433,360.45193,131.01895,357.60184,49.903347,365.00525,27.332886,
5216.6665,6.387905062,368.89771,153.65874,360.59879,130.93661,357.51929,50.048698,364.7471,27.356066,
5233.3335,10.10545637,370.66229,152.39804,361.03021,130.5815,357.63632,50.633419,365.22131,28.113028,
5250,13.82300768,373.7374,150.12383,361.91125,129.94098,358.5014,51.623146,367.93661,30.205372,
5266.6665,17.38347935,376.81058,147.27579,362.8338,129.30789,359.81601,52.763706,371.33307,33.022907,
5283.3335,18.54250339,378.65906,144.86928,363.34244,128.80472,361.04993,53.778584,374.18927,35.679062,
5300,18.55295446,379.72372,142.75612,363.44418,128.44356,362.05859,54.694149,376.51028,38.316711,
5316.6665,18.56340554,380.29904,140.95573,363.35086,128.12823,362.86862,55.407227,378.30048,40.590679,
5333.3335,18.57385661,381.00226,139.15164,363.2829,127.86393,363.54901,56.146702,379.73239,42.836014,
5350,18.58430768,381.82816,137.6006,363.61774,127.55494,364.30148,56.70295,381.00223,44.58234,
5366.6665,18.59475876,382.21884,136.77583,363.83551,127.48827,364.70258,57.098335,381.61081,45.698704,
5383.3335,18.60520983,382.66464,135.8587,363.98209,127.42756,364.95285,57.510395,382.03052,46.827614,
5400,18.6156609,382.7933,135.25359,364.00046,127.42324,365.09674,57.736816,382.26541,47.584576,
5416.6665,18.62611198,382.56509,135.28711,363.82608,127.58591,364.9718,57.879349,382.20529,47.932835,
5433.3335,18.63656305,382.42676,135.4368,363.68582,127.80412,364.91998,58.007961,382.159,48.259411,
5450,18.64701412,382.35413,135.58308,363.61722,127.97204,364.84464,58.172073,382.14664,48.484013,
5466.6665,18.65746519,382.34277,135.71762,363.58276,128.1525,364.70068,58.266804,381.98407,48.563084,
5483.3335,18.66791627,382.30765,135.89095,363.50726,128.31882,364.54541,58.350273,381.86453,48.676449,
5500,18.67836734,382.22345,136.04356,363.43665,128.44766,364.48047,58.383995,381.80359,48.712944,
5516.6665,18.68881841,382.18338,136.13733,363.36426,128.5378,364.40875,58.39576,381.73538,48.697247,
5533.3335,18.69926949,382.20343,136.15129,363.37988,128.55481,364.34628,58.363373,381.64264,48.719543,
5550,18.70972056,382.19089,136.18044,363.37396,128.5565,364.30402,58.277222,381.61548,48.66787,
5566.6665,18.72017163,382.21469,136.14009,363.35834,128.48141,364.30096,58.122063,381.60159,48.552376,
5583.3335,18.73062271,382.168,136.09424,363.392,128.36853,364.28888,57.945797,381.56891,48.426132,
5600,18.74107378,382.12756,136.0062,363.38321,128.25192,364.28613,57.707119,381.54333,48.268856,
5616.6665,18.75152485,382.13663,135.85864,363.40878,128.09729,364.27615,57.455345,381.51706,48.055271,
5633.3335,18.76197593,382.14816,135.71739,363.41052,127.92105,364.28635,57.217045,381.47348,47.850536,
5650,18.772427,382.15704,135.61098,363.42343,127.77386,364.28278,56.984489,381.43686,47.651875,
5666.6665,18.78287807,382.15729,135.48317,363.42081,127.63596,364.24118,56.764702,381.39624,47.468124,
5683.3335,18.79332915,382.13025,135.35397,363.37729,127.50916,364.17023,56.551678,381.30115,47.3004,
5700,18.80378022,382.13147,135.27802,363.38751,127.4015,364.09814,56.391045,381.21664,47.115791,
5716.6665,18.81423129,382.39365,135.46043,363.60532,127.39894,363.91629,56.049809,381.01678,46.562492,
5733.3335,18.82468237,381.71176,137.78703,363.59109,127.89488,363.0968,54.968807,379.73511,44.091995,
5750,18.83513344,379.59406,141.25508,362.97961,128.69666,361.15015,53.433113,376.44281,39.774136,
5766.6665,18.84558451,377.42279,144.34744,362.31433,129.33986,359.28229,52.288925,373.00916,36.362091,
5783.3335,16.59808118,375.42459,147.07048,361.80194,129.84264,357.89258,51.335537,369.96985,33.365295,
5800,13.03760952,373.3844,149.42928,361.43661,130.31537,356.91055,50.742561,367.26715,31.229498,
5816.6665,9.320058206,372.31406,150.71284,361.27979,130.56593,356.72562,50.703285,366.46869,30.537382,
5833.3335,5.602506898,372.18018,151.06277,361.25424,130.60439,357.0986,50.754723,367.00388,30.571903,
5850,2.042035225,371.89926,151.3781,361.20343,130.69531,357.33948,50.835648,367.23871,30.533775,
5866.6665,0.3087247069,371.33966,151.83803,361.06857,130.83681,357.2724,50.77282,366.92337,30.302969,
5883.3335,0.2982736335,370.89731,152.11057,360.91052,130.86888,357.03406,50.694752,366.34241,29.899063,
5900,0.2878225601,370.87921,152.24446,360.95444,130.86749,356.98468,50.56353,366.04581,29.576933,
5916.6665,0.2773714868,370.94641,152.25923,361.08066,130.84439,357.12338,50.527351,366.17929,29.476904,
5933.3335,0.2669204134,370.93185,152.32385,361.17258,130.80008,357.30469,50.427181,366.22699,29.303425,
5950,0.2564693401,370.91446,152.3631,361.22076,130.77289,357.35764,50.374466,366.21622,29.187214,
5966.6665,0.2460182667,370.71756,152.49007,361.17255,130.75487,357.34625,50.333839,366.03604,29.033607,
5983.3335,0.2355671934,370.43561,152.64278,361.13776,130.77109,357.36316,50.215714,365.95068,28.872942,
6000,0.22511612,370.29547,152.73134,361.07318,130.72437,357.3541,50.16114,365.89542,28.786251,
6016.6665,0.2146650467,370.30322,152.78865,361.08365,130.71802,357.33621,50.117416,365.80673,28.704336,
6033.3335,0.2042139733,370.41367,152.81378,361.1936,130.70811,357.28668,50.075611,365.66052,28.613573,
6050,0.1937629,370.44263,152.85451,361.19681,130.68605,357.19772,50.081673,365.46799,28.555542,
6066.6665,0.1833118266,370.29697,152.96851,361.15771,130.7424,357.14685,50.114738,365.35519,28.528973,
6083.3335,0.1728607533,370.16013,153.07906,361.11084,130.78769,357.15326,50.129581,365.3342,28.526672,
6100,0.1624096799,370.05212,153.19655,361.06998,130.80811,357.15961,50.131557,365.27707,28.500463,
6116.6665,0.1519586066,370.00912,153.2513,361.05392,130.8071,357.09137,50.15963,365.16699,28.460918,
6133.3335,0.1415075332,370.01447,153.31369,361.0748,130.79921,357.02722,50.113873,364.98752,28.392738,
6150,0.1310564599,370.05453,153.33492,361.09705,130.82347,356.99026,50.122517,364.88773,28.365108,
6166.6665,0.1206053865,369.96823,153.39009,361.11447,130.80724,357.04251,50.105904,364.86728,28.331465,
6183.3335,0.1101543131,369.86414,153.45264,361.09671,130.81616,357.09341,50.083065,364.87851,28.293316,
6200,0.09970323979,369.73981,153.52658,361.07861,130.7868,357.12335,50.055977,364.88293,28.237513,
6216.6665,0.08925216644,369.71411,153.54572,361.08453,130.75522,357.13138,49.996185,364.83124,28.131107,
6233.3335,0.07880109308,369.70654,153.56071,361.10464,130.74724,357.1474,49.954117,364.76898,28.050114,
6250,0.06835001973,369.73148,153.58009,361.12552,130.73106,357.16687,49.884457,364.73166,27.943321,
6266.6665,0.05789894638,369.71744,153.57494,361.14206,130.71088,357.17114,49.85181,364.703,27.878679,
6283.3335,0.04744787302,369.62878,153.60028,361.10345,130.69395,357.17053,49.838558,364.67746,27.807585,
6300,0.03699679967,369.38351,153.68159,360.96207,130.71503,357.22574,49.771755,364.74118,27.747322,
6316.6665,0.02654572632,369.03308,153.81795,360.78198,130.76285,357.29053,49.773064,364.87024,27.698759,
6333.3335,0.01609465296,368.73483,153.98471,360.60037,130.79762,357.38089,49.789909,364.97342,27.687038,
6350,0.005643579611,368.60147,154.06929,360.54373,130.82899,357.38306,49.794724,365.00586,27.670378,
6366.6665,1.675516082,368.66632,154.0956,360.60333,130.82927,357.30978,49.779224,364.85117,27.617195,
6383.3335,5.235987756,368.98834,153.8717,360.72751,130.82895,357.18594,49.822739,364.54922,27.572638,
6400,8.953539063,370.30835,152.85458,360.98911,130.53308,357.1954,50.193134,364.6283,28.018808,
6416.6665,12.67109037,373.03525,150.90251,361.71527,129.93982,357.88681,51.045708,366.66058,29.665672,
6433.3335,16.23156204,376.23978,148.11185,362.64835,129.21494,359.21689,52.134533,370.14517,32.381092,
6450,18.53915905,378.52087,145.45628,363.30188,128.63931,360.59964,53.129929,373.2739,35.035606,
6466.6665,18.54961012,379.70126,143.24706,363.4917,128.16095,361.72336,53.959511,375.83456,37.608582,
6483.3335,18.56006119,380.33411,141.43565,363.41629,127.84721,362.67303,54.730942,377.88513,40.025291,
6500,18.57051227,380.91998,139.60878,363.31223,127.53158,363.41977,55.450214,379.37515,42.245434,
6516.6665,18.58096334,381.83243,137.85161,363.59378,127.20898,364.14532,56.010406,380.74631,44.186417,
6533.3335,18.59141441,382.40277,136.75835,363.88898,127.11573,364.57208,56.479191,381.41299,45.453812,
6550,18.60186549,382.92581,135.67462,364.0614,127.00857,364.81366,56.926079,381.82452,46.624203,
6566.6665,18.61231656,383.11469,134.93504,364.13931,127.02415,364.91525,57.235363,382.09116,47.506584,
6583.3335,18.62276763,382.7659,135.11572,363.87424,127.26505,364.84695,57.416309,382.0383,47.829941,
6600,18.63321871,382.47504,135.41251,363.60693,127.56123,364.78265,57.598892,382.03677,48.162582,
6616.6665,18.64366978,382.38174,135.53209,363.52328,127.77999,364.78299,57.824726,382.09973,48.47047,
6633.3335,18.65412085,382.39233,135.6676,363.50177,128.00076,364.65234,58.007187,382.00516,48.587276,
6650,18.66457192,382.37665,135.81108,363.47507,128.20529,364.47626,58.141399,381.79398,48.688,
6666.6665,18.675023,382.24411,136.00368,363.3696,128.35471,364.38528,58.264626,381.75381,48.795097,
6683.3335,18.68547407,382.18896,136.11594,363.32187,128.48164,364.35251,58.374474,381.75052,48.908375,
6700,18.69592514,382.15796,136.18396,363.30576,128.59126,364.32269,58.396652,381.71713,48.936043,
6716.6665,18.70637622,382.11716,136.21301,363.30429,128.60709,364.31519,58.380936,381.69379,48.881092,
6733.3335,18.71682729,382.07898,136.24208,363.26663,128.60712,364.29431,58.303158,381.68552,48.830246,
6750,18.72727836,382.06293,136.16492,363.30609,128.51408,364.32712,58.170994,381.69424,48.73888,
6766.6665,18.73772944,382.05014,136.04323,363.28134,128.4211,364.34348,57.993454,381.69226,48.581165,
6783.3335,18.74818051,382.02835,135.91838,363.31174,128.28365,364.36267,57.79771,381.6868,48.388351,
6800,18.75863158,382.039,135.79839,363.31155,128.15158,364.36935,57.593548,381.67953,48.221622,
6816.6665,18.76908266,382.02554,135.68095,363.30545,128.02524,364.34622,57.372875,381.64929,48.028889,
6833.3335,18.77953373,382.03018,135.52734,363.30771,127.87501,364.32529,57.171928,381.60562,47.844223,
6850,18.7899848,382.01508,135.42363,363.30249,127.75304,364.26938,56.954819,381.53345,47.691639,
6866.6665,18.80043588,381.99075,135.33582,363.2937,127.64286,364.17612,56.771698,381.43579,47.534771,
6883.3335,18.81088695,382.20413,135.28613,363.45364,127.58405,364.03796,56.588356,381.30569,47.21254,
6900,18.82133802,382.10602,136.7307,363.64328,127.84352,363.47531,55.729504,380.41028,45.273338,
6916.6665,18.8317891,380.26633,140.23918,363.24646,128.59126,361.90436,54.188385,377.85968,41.401505,
6933.3335,18.84224017,378.01001,143.47278,362.51215,129.26749,359.83142,52.886673,374.01019,37.411022,
6950,17.74999849,375.91196,146.39377,361.90323,129.80968,358.2897,51.757336,370.93661,34.29425,
6966.6665,14.18952682,373.78268,148.96107,361.47253,130.27013,357.1702,51.013191,368.00095,31.787292,
6983.3335,10.47197551,372.39191,150.54999,361.25082,130.55519,356.74042,50.801319,366.65012,30.74754,
7000,6.911503838,372.23279,150.99306,361.24591,130.63908,357.02911,50.872044,367.04004,30.711775,
7016.6665,3.193952531,372.07666,151.22899,361.22186,130.66507,357.34628,50.942677,367.41907,30.796957,
7033.3335,0.3120690503,371.54492,151.6911,361.09286,130.81079,357.33636,50.922604,367.26663,30.617016,
7050,0.301617977,371.03812,152.05226,360.92224,130.85841,357.12222,50.814014,366.64038,30.232317,
7066.6665,0.2911669036,370.87808,152.19788,360.91086,130.84657,357.01184,50.659916,366.26538,29.900066,
7083.3335,0.2807158303,370.99207,152.25003,361.02856,130.78807,357.13666,50.538979,366.31686,29.718428,
7100,0.2702647569,371.01401,152.30696,361.15735,130.76332,357.30014,50.452404,366.42145,29.56193,
7116.6665,0.2598136836,371.01077,152.38306,361.22235,130.69983,357.39746,50.363148,366.38876,29.375515,
7133.3335,0.2493626102,370.87903,152.44615,361.19254,130.62761,357.41299,50.281143,366.29068,29.236181,
7150,0.2389115369,370.55969,152.59456,361.12238,130.62817,357.4375,50.176159,366.20435,29.088661,
7166.6665,0.2284604635,370.35791,152.72963,361.07935,130.62422,357.42953,50.073795,366.10428,28.928322,
7183.3335,0.2180093901,370.30783,152.79768,361.07819,130.57689,357.40115,50.013603,366.07077,28.827841,
7200,0.2075583168,370.4274,152.79936,361.13803,130.53195,357.37344,49.958546,365.94415,28.697641,
7216.6665,0.1971072434,370.50192,152.82784,361.20786,130.51523,357.30399,49.917328,365.76062,28.623152,
7233.3335,0.1866561701,370.42612,152.91364,361.15024,130.53835,357.23282,49.903423,365.60303,28.566187,
7250,0.1762050967,370.24966,153.05653,361.08615,130.57962,357.22202,49.921219,365.57385,28.572346,
7266.6665,0.1657540234,370.08578,153.15044,361.06558,130.60585,357.22992,49.943874,365.55417,28.554615,
7283.3335,0.15530295,370.02936,153.26064,361.03308,130.63577,357.18433,49.957756,365.49463,28.537306,
7300,0.1448518767,370.06268,153.31157,361.0676,130.66684,357.12906,49.954792,365.30887,28.495436,
7316.6665,0.1344008033,370.09048,153.33302,361.09946,130.65846,357.07852,49.980171,365.19138,28.460249,
7333.3335,0.12394973,370.05173,153.37704,361.09,130.68507,357.0925,49.993118,365.11557,28.41559,
7350,0.1134986566,369.92053,153.46458,361.06973,130.68903,357.14371,49.987267,365.12637,28.412821,
7366.6665,0.1030475833,369.78262,153.54874,361.02689,130.71251,357.17422,50.001961,365.14001,28.377356,
7383.3335,0.09259650991,369.71759,153.59421,361.05334,130.75826,357.21317,50.003548,365.14917,28.346376,
